series_id        	year	period	       value	footnote_codes
JTS000000MWQUL   	2008	M03	         557	
JTS000000MWQUL   	2008	M04	         588	
JTS000000MWQUL   	2008	M05	         555	
JTS000000MWQUL   	2008	M06	         572	
JTS000000MWQUL   	2008	M07	         522	
JTS000000MWQUL   	2008	M08	         565	
JTS000000MWQUL   	2008	M09	         594	
JTS000000MWQUL   	2008	M10	         524	
JTS000000MWQUL   	2008	M11	         462	
JTS000000MWQUL   	2008	M12	         435	
JTS000000MWQUL   	2009	M01	         459	
JTS000000MWQUL   	2009	M02	         438	
JTS000000MWQUL   	2009	M03	         380	
JTS000000MWQUL   	2009	M04	         369	
JTS000000MWQUL   	2009	M05	         355	
JTS000000MWQUL   	2009	M06	         346	
JTS000000MWQUL   	2009	M07	         384	
JTS000000MWQUL   	2009	M08	         332	
JTS000000MWQUL   	2009	M09	         369	
JTS000000MWQUL   	2009	M10	         351	
JTS000000MWQUL   	2009	M11	         361	
JTS000000MWQUL   	2009	M12	         379	
JTS000000MWQUL   	2010	M01	         370	
JTS000000MWQUL   	2010	M02	         398	
JTS000000MWQUL   	2010	M03	         403	
JTS000000MWQUL   	2010	M04	         419	
JTS000000MWQUL   	2010	M05	         412	
JTS000000MWQUL   	2010	M06	         430	
JTS000000MWQUL   	2010	M07	         413	
JTS000000MWQUL   	2010	M08	         432	
JTS000000MWQUL   	2010	M09	         415	
JTS000000MWQUL   	2010	M10	         438	
JTS000000MWQUL   	2010	M11	         441	
JTS000000MWQUL   	2010	M12	         471	
JTS000000MWQUL   	2011	M01	         430	
JTS000000MWQUL   	2011	M02	         433	
JTS000000MWQUL   	2011	M03	         475	
JTS000000MWQUL   	2011	M04	         429	
JTS000000MWQUL   	2011	M05	         441	
JTS000000MWQUL   	2011	M06	         453	
JTS000000MWQUL   	2011	M07	         476	
JTS000000MWQUL   	2011	M08	         477	
JTS000000MWQUL   	2011	M09	         451	
JTS000000MWQUL   	2011	M10	         471	
JTS000000MWQUL   	2011	M11	         458	
JTS000000MWQUL   	2011	M12	         449	
JTS000000MWQUL   	2012	M01	         455	
JTS000000MWQUL   	2012	M02	         497	
JTS000000MWQUL   	2012	M03	         506	
JTS000000MWQUL   	2012	M04	         486	
JTS000000MWQUL   	2012	M05	         515	
JTS000000MWQUL   	2012	M06	         483	
JTS000000MWQUL   	2012	M07	         444	
JTS000000MWQUL   	2012	M08	         468	
JTS000000MWQUL   	2012	M09	         442	
JTS000000MWQUL   	2012	M10	         445	
JTS000000MWQUL   	2012	M11	         454	
JTS000000MWQUL   	2012	M12	         451	
JTS000000MWQUL   	2013	M01	         492	
JTS000000MWQUL   	2013	M02	         492	
JTS000000MWQUL   	2013	M03	         491	
JTS000000MWQUL   	2013	M04	         514	
JTS000000MWQUL   	2013	M05	         504	
JTS000000MWQUL   	2013	M06	         510	
